ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,file,ENTRYTYPE,year,doi,note
P_0000000196,0000000196,pdf,3,22,Local sociotechnical system development in the NHS National Programme for Information Technology,Journal of Information Technology,"Eason, Ken",lfoppiano/grobid:0.8.1,data/pdfs/22_3/Eason2007.pdf,article,2007,10.1057/PALGRAVE.JIT.2000101,
P_0000000197,0000000197,pdf,4,33,Correction to: How and why organisations use social media: five use types and their relation to absorptive capacity,Journal of Information Technology,"Schlagwein, Daniel and Hu, Monica",lfoppiano/grobid:0.8.1,data/pdfs/33_4/SchlagweinHu2018.pdf,article,2018,10.1057/S41265-018-0057-Y;,Correction
P_0000000198,0000000198,pdf,3,2,A Manufacturing Systems Engineering View of IT Research and Development,Journal of Information Technology,"Dale, M. W and Engineering, Lucas and Systems",lfoppiano/grobid:0.8.1,data/pdfs/2_3/Dale1987.pdf,article,,,
P_0000000199,0000000199,pdf,2,8,Making database marketing work,Journal of Information Technology,"Shaw, R.",lfoppiano/grobid:0.8.1,data/pdfs/8_2/Shaw1993.pdf,article,,,
P_0000000200,0000000200,pdf,3,36,"Theory building from the points of view of a native, an anthropologist, and a philosopher: Commentary on Suzanne Rivard’s “Theory building is neither an art nor a science. It is a craft”",Journal of Information Technology,"Lee, Allen S",lfoppiano/grobid:0.8.1,data/pdfs/36_3/LeeAllen2021.pdf,article,,10.1177/0268396220970208,
P_0000000201,0000000201,pdf,4,20,Collaboration and the '3DayCar': a study of automotive ICT adoption,Journal of Information Technology,"Howard, Mickey",lfoppiano/grobid:0.8.1,data/pdfs/20_4/Howard2005.pdf,article,,10.1057/PALGRAVE.JIT.2000050,
P_0000000202,0000000202,pdf,2,5,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/5_2/Harris1990ba.pdf,article,,,Book review
P_0000000203,0000000203,pdf,4,29,Theorystill king but needing a revolution!,Journal of Information Technology,"Gregor, Shirley",lfoppiano/grobid:0.8.1,data/pdfs/29_4/Gregor2014.pdf,article,2014,10.1057/JIT.2014.22,
P_0000000204,0000000204,pdf,4,24,Conceptions of control and IT artefacts: an institutional account of the Amazon rainforest monitoring system,Journal of Information Technology,"Raja ˜o, Raoni and Hayes, Niall and Raja, R.",lfoppiano/grobid:0.8.1,data/pdfs/24_4/RajaoHayes2009.pdf,article,,10.1057/JIT.2009.12,
P_0000000205,0000000205,pdf,2,10,Management Challenges in Information Systems,Journal of Information Technology,"Peppard, Joe",lfoppiano/grobid:0.8.1,data/pdfs/10_2/Peppard1995.pdf,article,,,
P_0000000206,0000000206,pdf,1,19,Process improvement (PI) programs and information systems: a cross-case analysis of impact,Journal of Information Technology,"Cunningham, Joseph and Finnegan, Patrick",lfoppiano/grobid:0.8.1,data/pdfs/19_1/CunninghamFinnegan2004.pdf,article,,10.1057/PALGRAVE.JIT.2000003,
P_0000000207,0000000207,pdf,4,3,Desk-Top Publishing: Current Approaches and Future Trends,Journal of Information Technology,"Black, George and Ltd, Ibm Uk",lfoppiano/grobid:0.8.1,data/pdfs/3_4/Black1988.pdf,article,,,
P_0000000208,0000000208,pdf,2,32,Generative innovation: a comparison of lightweight and heavyweight IT,Journal of Information Technology,"Bygstad, Bendik",lfoppiano/grobid:0.8.1,data/pdfs/32_2/Bygstad2017.pdf,article,,10.1057/JIT.2016.15,
P_0000000209,0000000209,pdf,3,5,The case study: a useful research method for information management,Journal of Information Technology,"Smith, N. Craig",lfoppiano/grobid:0.8.1,data/pdfs/5_3/Smith1990.pdf,article,,,
P_0000000210,0000000210,pdf,1,10,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/10_1/WillcocksLeslie1995.pdf,article,,,
P_0000000211,0000000211,pdf,2,27,An empirical examination of antecedents and consequences of IT governance in US hospitals,Journal of Information Technology,"Bradley, Randy V and Byrd, Terry Anthony and Pridmore, Jeannie L and Thrasher, Evelyn and ´e Me Pratt, Rene and Mbarika, Victor Wa",lfoppiano/grobid:0.8.1,data/pdfs/27_2/BradleyByrdPridmoreEtAl2012.pdf,article,,10.1057/JIT.2012.3,
P_0000000212,0000000212,pdf,3,33,Process is king: Evaluating the performance of technology-mediated learning in vocational software training,Journal of Information Technology,"So ¨llner, Matthias and Bitzer, Philipp and Janson, Andreas and Leimeister, Jan Marco and So, M.",lfoppiano/grobid:0.8.1,data/pdfs/33_3/SollnerBitzerJansonEtAl2018.pdf,article,,10.1057/S41265-017-0046-6,
P_0000000213,0000000213,pdf,4,18,A web of stakeholders and strategies: a case of broadband diffusion in South Korea,Journal of Information Technology,"Choudrie, Jyoti and Papazafeiropoulou, Anastasia and Lee, Heejin",lfoppiano/grobid:0.8.1,data/pdfs/18_4/ChoudriePapazafeiropoulouLee2003.pdf,article,,10.1080/0268396032000150816,
P_0000000214,0000000214,pdf,4,34,The dynamics of institutional pressures and stakeholder behavior in national electronic health record implementations: A tale of two countries,Journal of Information Technology,"Klecun, Ela and Zhou, Ya and Kankanhalli, Atreyi and Wee, Yap Hwee and Hibberd, Ralph",lfoppiano/grobid:0.8.1,data/pdfs/34_4/KlecunZhouKankanhalliEtAl2019.pdf,article,,10.1177/0268396218822478,
P_0000000215,0000000215,pdf,2,22,Sowing the seeds of IS cultivation in public service organisations,Journal of Information Technology,"De Marco, Marco and Sorrentino, Maddalena",lfoppiano/grobid:0.8.1,data/pdfs/22_2/DeMarcoSorrentino2007.pdf,article,2006,10.1057/PALGRAVE.JIT.2000070,
P_0000000216,0000000216,pdf,4,5,A portfolio approach to evaluating information systems investments and setting priorities,Journal of Information Technology,"Ward, ]. Ohnm",lfoppiano/grobid:0.8.1,data/pdfs/5_4/Ward1990.pdf,article,,,
P_0000000217,0000000217,pdf,2,34,Managing and maintaining academic freedom,Journal of Information Technology,"Te’eni, Dov",lfoppiano/grobid:0.8.1,data/pdfs/34_2/Teeni2019.pdf,article,,10.1177/0268396219834134,
P_0000000218,0000000218,pdf,1,5,The formulation and implementation of strategic information systems -case studies,Journal of Information Technology,"Remenyi, D. S ]",lfoppiano/grobid:0.8.1,data/pdfs/5_1/UnknownUNKNOWNl.pdf,article,,,Book review
P_0000000219,0000000219,pdf,1,32,Improving strategic flexibility with information technologies: insights for firm performance in an emerging economy,Journal of Information Technology,"Chen, Yang and Wang, Yi and Nevo, Saggi and Benitez, Jose and Kou, Gang",lfoppiano/grobid:0.8.1,data/pdfs/32_1/ChenWangNevoEtAl2017.pdf,article,2015,10.1057/JIT.2015.26,
P_0000000220,0000000220,pdf,3,11,Executive information system development: a case study of a manufacturing company,Journal of Information Technology,"Nandh, Joe and Ar, Akum",lfoppiano/grobid:0.8.1,data/pdfs/11_3/Nandhakumar1996a.pdf,article,,,
P_0000000221,0000000221,pdf,1,1,The Strassmann payoff Information Payoff: the Transformation of Work in the Electronic Age by Paul A,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/1_1/UnknownUNKNOWNm.pdf,article,,,Book review
P_0000000222,0000000222,pdf,3,23,Analysing business losses caused by information systems risk: a business process analysis approach,Journal of Information Technology,"Salmela, Hannu",lfoppiano/grobid:0.8.1,data/pdfs/23_3/Salmela2008.pdf,article,2007,10.1057/PALGRAVE.JIT.2000122,
P_0000000223,0000000223,pdf,4,13,"The social construction of a secure, anonymous electronic payment system: frame alignment and mobilization around Ecash",Journal of Information Technology,"Phillips, David J",lfoppiano/grobid:0.8.1,data/pdfs/13_4/Phillips1998.pdf,article,,,
P_0000000224,0000000224,pdf,1,5,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/5_1/UnknownUNKNOWNn.pdf,article,,,Book review
P_0000000225,0000000225,pdf,1,36,Those who control the code control the rules: How different perspectives of privacy are being written into the code of blockchain systems,Journal of Information Technology,"Renwick, Robin and Gleasure, Rob",lfoppiano/grobid:0.8.1,data/pdfs/36_1/RenwickGleasure2021.pdf,article,,10.1177/0268396220944406,
P_0000000226,0000000226,pdf,1,37,Workplace cyberbullying: A criminological and routine activity perspective,Journal of Information Technology,"Zhang, Sixuan and Leidner, Dorothy and Cao, Xin and Liu, Ning",lfoppiano/grobid:0.8.1,data/pdfs/37_1/ZhangLeidnerCaoEtAl2022.pdf,article,,10.1177/02683962211027888,
P_0000000227,0000000227,pdf,2,35,Entrepreneurial actions and the legitimation of free/open source software services,Journal of Information Technology,"Marsan, Josianne and Daniel, Kevin and Carillo, André and Negoita, Bogdan",lfoppiano/grobid:0.8.1,data/pdfs/35_2/MarsanCarilloNegoita2020.pdf,article,,10.1177/0268396219886879,
P_0000000228,0000000228,pdf,1,37,Exploring technological instantiation of regulatory practices in entangled financial markets,Journal of Information Technology,"Currie, Wendy L and Seddon, Jonathan Jm",lfoppiano/grobid:0.8.1,data/pdfs/37_1/CurrieSeddonAudencia2022.pdf,article,,10.1177/02683962211027308,
P_0000000229,0000000229,pdf,4,8,User satisfaction and service quality of the IS department: closing the gaps,Journal of Information Technology,"Watson, Richard T and Pitt, Leyland F and Cunningham, Chris J",lfoppiano/grobid:0.8.1,data/pdfs/8_4/WatsonPittCunninghamEtAl1993.pdf,article,,,
P_0000000230,0000000230,pdf,3,26,Customer relationship management and firm performance,Journal of Information Technology,"Coltman, Tim and Devinney, Timothy M and Midgley, David F",lfoppiano/grobid:0.8.1,data/pdfs/26_3/ColtmanDevinneyMidgley2011.pdf,article,2011,10.1057/JIT.2010.39,
P_0000000231,0000000231,pdf,4,26,Business process outsourcing studies: a critical review and research directions,Journal of Information Technology,"Lacity, Mary C and Solomon, Stan and Yan, Aihua and Willcocks, Leslie P",lfoppiano/grobid:0.8.1,data/pdfs/26_4/LacitySolomonYanEtAl2011.pdf,article,2011,10.1057/JIT.2011.25,
P_0000000232,0000000232,pdf,2,34,"Commentary on the ""Trends in the conduct of information systems research""",Journal of Information Technology,"Lyytinen, Kalle",lfoppiano/grobid:0.8.1,data/pdfs/34_2/Lyytinen2019.pdf,article,,10.1177/0268396219834137,
P_0000000233,0000000233,pdf,3,33,Representation and mediation in digitalized work: evidence from maintenance of mining machinery,Journal of Information Technology,"Jonsson, Katrin and Mathiassen, Lars and Holmstro, Jonny",lfoppiano/grobid:0.8.1,data/pdfs/33_3/JonssonMathiassenHolmstrom2018.pdf,article,,10.1057/S41265-017-0050-X,
P_0000000234,0000000234,pdf,3,1,Some Comments on the Nature and Use of Human Factors Standards for Software Interface Design,Journal of Information Technology,"Allison, G. A and Maguire, M. C",lfoppiano/grobid:0.8.1,data/pdfs/1_3/AllisonMaguire1986.pdf,article,,,
P_0000000235,0000000235,pdf,2,1,Information Technology and Schools,Journal of Information Technology,"Campbell, Bob",lfoppiano/grobid:0.8.1,data/pdfs/1_2/Campbell1986.pdf,article,,,
P_0000000236,0000000236,pdf,1,21,"A review of the predictors, linkages, and biases in IT innovation adoption research",Journal of Information Technology,"Jeyaraj, Anand and Rottman, Joseph W and Lacity, Mary C",lfoppiano/grobid:0.8.1,data/pdfs/21_1/JeyarajRottmanLacity2006.pdf,article,2006,10.1057/PALGRAVE.JIT.2000056,
P_0000000237,0000000237,pdf,2,13,The interlevel dynamics of information technology,Journal of Information Technology,"Vid, D. A and Lan, Cogh",lfoppiano/grobid:0.8.1,data/pdfs/13_2/Coghlan1998.pdf,article,,,
P_0000000238,0000000238,pdf,2,27,Are we making a better world with ICTs? Reflections on a future agenda for the IS field,Journal of Information Technology,"Walsham, Geoff",lfoppiano/grobid:0.8.1,data/pdfs/27_2/Walsham2012a.pdf,article,2012,10.1057/JIT.2012.4,
P_0000000239,0000000239,pdf,1,18,What drives the configuration of information technology projects? Exploratory research in 10 organizations,Journal of Information Technology,"Martin, Andrew",lfoppiano/grobid:0.8.1,data/pdfs/18_1/Martin2003.pdf,article,,10.1080/0268396031000077413,
P_0000000240,0000000240,pdf,1,1,Information Technology and the Management of Change,Journal of Information Technology,"Aleksander, Igor",lfoppiano/grobid:0.8.1,data/pdfs/1_1/Aleksander1986a.pdf,article,,,
P_0000000241,0000000241,pdf,4,28,Special issue on IT innovation in emerging economies,Journal of Information Technology,"Rai, Sudhanshu",lfoppiano/grobid:0.8.1,data/pdfs/28_4/RaiHarindranathLiebenau2013.pdf,article,,10.1057/JIT.2013.24,
P_0000000242,0000000242,pdf,3,20,Formulating effective national strategies for market transformation,Journal of Information Technology,"Gao, Ping and Lyytinen, Kalle",lfoppiano/grobid:0.8.1,data/pdfs/20_3/GaoLyytinen2005.pdf,article,2005,10.1057/PALGRAVE.JIT.2000039,
P_0000000243,0000000243,pdf,1,5,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/5_1/Holt1990.pdf,article,,,
P_0000000244,0000000244,pdf,3,9,The virtual community,Journal of Information Technology,"Addison-Wesley, Howard Rheingold",lfoppiano/grobid:0.8.1,data/pdfs/9_3/Rich1994.pdf,article,,,Book review
P_0000000245,0000000245,pdf,4,32,''Openness'' with and without Information Technology: a framework and a brief history,Journal of Information Technology,"Schlagwein, Daniel and Conboy, Kieran and Feller, Joseph and Leimeister, Jan Marco and Morgan, Lorraine",lfoppiano/grobid:0.8.1,data/pdfs/32_4/SchlagweinConboyFellerEtAl2017.pdf,article,,10.1057/S41265-017-0049-3,
P_0000000246,0000000246,pdf,2,2,Working with Formal Methods,Journal of Information Technology,"Nicholls, John",lfoppiano/grobid:0.8.1,data/pdfs/2_2/Nicholls1987.pdf,article,,,
P_0000000247,0000000247,pdf,2,22,Management of trust in the e-marketplace: the role of the buyer's experience in building trust,Journal of Information Technology,"Kim, Myoung-Soo and Ahn, Jae-Hyeon and Ahn, J-H",lfoppiano/grobid:0.8.1,data/pdfs/22_2/KimAhn2007.pdf,article,2007,10.1057/PALGRAVE.JIT.2000095,
P_0000000248,0000000248,pdf,1,7,Computer-based information systems for decentralized rural development administration: a case study in India,Journal of Information Technology,"Madon, Shirin and Kobler",lfoppiano/grobid:0.8.1,data/pdfs/7_1/Madon1992.pdf,article,,,
P_0000000249,0000000249,pdf,2,28,Morning dew on the Web in Australia: 1992-1995,Journal of Information Technology,"Clarke, Roger",lfoppiano/grobid:0.8.1,data/pdfs/28_2/Clarke2013.pdf,article,2013,10.1057/JIT.2013.11,
P_0000000250,0000000250,pdf,4,1,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/1_4/UnknownUNKNOWNp.pdf,article,,,
P_0000000251,0000000251,pdf,1,1,Information Technology and Communication,Journal of Information Technology,"Johnson, L.",lfoppiano/grobid:0.8.1,data/pdfs/1_1/Johnson1986.pdf,article,,,
P_0000000252,0000000252,pdf,4,33,Dialectic tensions in the financial markets: a longitudinal study of pre-and postcrisis regulatory technology,Journal of Information Technology,"Currie, Wendy L and Gozman, Daniel P and Seddon, Jonathan J M",lfoppiano/grobid:0.8.1,data/pdfs/33_4/CurrieGozmanSeddon2018.pdf,article,,10.1057/S41265-017-0047-5,
P_0000000253,0000000253,pdf,4,17,The rationality framework for a critical study of information systems,Journal of Information Technology,"Br, D. U and Cecez -Kecm Anovic, Avka and Janson, M. Arius and Brown, Ann and Cecez- Kecmanovic, Dubravka",lfoppiano/grobid:0.8.1,data/pdfs/17_4/CecezKecmanovicJansonBrown2002.pdf,article,,10.1080/0268396022000017752,
P_0000000254,0000000254,pdf,4,26,The risk of risk registers -managing risk is Managing discourse not tools,Journal of Information Technology,"Budzier, Alexander",lfoppiano/grobid:0.8.1,data/pdfs/26_4/Budzier2011.pdf,article,2011,10.1057/JIT.2011.13,
P_0000000255,0000000255,pdf,4,20,Information technology and industry change: view from an industry level of analysis,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/20_4/IaconoWigand2005.pdf,article,,10.1057/PALGRAVE.JIT.2000052,
P_0000000256,0000000256,pdf,3,32,"Financialization and information technology: themes, issues and critical debates -part I",Journal of Information Technology,"Currie, Wendy L and Lagoarde-Segot, Thomas",lfoppiano/grobid:0.8.1,data/pdfs/32_3/CurrieLagoardeSegot2017.pdf,article,,10.1057/S41265-017-0044-8,
P_0000000257,0000000257,pdf,1,14,Successful IS innovation: the contingent contributions of innovation characteristics and implementation process,Journal of Information Technology,"Etton, Philip Y and Je, R. A and Shar Ma, E. V",lfoppiano/grobid:0.8.1,data/pdfs/14_1/YettonSharmaSouthon1999.pdf,article,,,
P_0000000258,0000000258,pdf,4,9,The first annual conference and exhibition on business process re-engineering,Journal of Information Technology,"Brown, Ann",lfoppiano/grobid:0.8.1,data/pdfs/9_4/Brown1994.pdf,article,,,
P_0000000259,0000000259,pdf,3,29,Research on IT in China: a call for greater contextualization,Journal of Information Technology,"Li, Liang and Gao, Ping and Mao, Ji-Ye",lfoppiano/grobid:0.8.1,data/pdfs/29_3/LiGaoMao2014.pdf,article,,10.1057/JIT.2014.15,
P_0000000260,0000000260,pdf,2,22,Consumer trust in Internet shopping in Ireland: towards the development of a more effective trust measurement instrument,Journal of Information Technology,"Connolly, Regina and Bannister, Frank",lfoppiano/grobid:0.8.1,data/pdfs/22_2/ConnollyBannister2007.pdf,article,2006,10.1057/PALGRAVE.JIT.2000071,
P_0000000261,0000000261,pdf,4,32,"Inclusive technologies, selective traditions: a socio-material case study of crowdfunded book publishing",Journal of Information Technology,"Gleasure, Rob and O'reilly, Philip and Cahalane, Michael",lfoppiano/grobid:0.8.1,data/pdfs/32_4/GleasureOReillyCahalane2017.pdf,article,,10.1057/S41265-017-0041-Y,
P_0000000262,0000000262,pdf,4,36,Metahuman systems = humans + machines that learn,Journal of Information Technology,"Lyytinen, Kalle and Nickerson, Jeffrey V and King, John L",lfoppiano/grobid:0.8.1,data/pdfs/36_4/LyytinenNickersonKing2021.pdf,article,,10.1177/0268396220915917,
P_0000000263,0000000263,pdf,4,21,Emergent states in virtual teams: a complex adaptive systems perspective,Journal of Information Technology,"Curs¸eu, Petru Lucian",lfoppiano/grobid:0.8.1,data/pdfs/21_4/Curseu2006.pdf,article,,10.1057/PALGRAVE.JIT.2000077,
P_0000000264,0000000264,pdf,4,18,Adoption of broadband Internet in Korea: the role of experience in building attitudes,Journal of Information Technology,"Oh, Sangjo and Ahn, Joongho and Kim, Beomsoo",lfoppiano/grobid:0.8.1,data/pdfs/18_4/OhAhnKim2003.pdf,article,,10.1080/0268396032000150807,
P_0000000265,0000000265,pdf,1,20,A cost-oriented approach for the design of IT architectures,Journal of Information Technology,"Ardagna, Danilo and Francalanci, Chiara",lfoppiano/grobid:0.8.1,data/pdfs/20_1/ArdagnaFrancalanci2005.pdf,article,,10.1057/PALGRAVE.JIT.2000032,
P_0000000266,0000000266,pdf,2,13,This paper addresses the paradox outlined above and questions the real reasons which direct organizations,Journal of Information Technology,"Fowler, A. Lan and Jeffs, Ben",lfoppiano/grobid:0.8.1,data/pdfs/13_2/FowlerJeffs1998.pdf,article,,,
P_0000000267,0000000267,pdf,2,3,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/3_2/DunningAnthony1988.pdf,article,,,Contents
P_0000000268,0000000268,pdf,2,12,Challenges during the development of transnational information systems,Journal of Information Technology,"Cavay E, E. L M",lfoppiano/grobid:0.8.1,data/pdfs/12_2/Cavaye1997.pdf,article,,,
P_0000000269,0000000269,pdf,2,36,Towards a sociomaterial approach to inter-organizational boundaries: How information systems elicit relevant knowledge in government outsourcing,Journal of Information Technology,"Pelizza, Annalisa",lfoppiano/grobid:0.8.1,data/pdfs/36_2/PelizzaAnnalisa2021.pdf,article,,10.1177/0268396220934490,
P_0000000270,0000000270,pdf,1,18,Opportunities to learn from 'failure' with electronic commerce: a case study of electronic banking,Journal of Information Technology,"Huang, Jimmy and Makoju, Enesi and Newell, Sue and Holloway, Royal and Galliers, Robert D",lfoppiano/grobid:0.8.1,data/pdfs/18_1/HuangMakojuNewellEtAl2003.pdf,article,,10.1080/0268396031000077422,
P_0000000271,0000000271,pdf,2,9,The organization of organizations: issues for nextgeneration office IT,Journal of Information Technology,"Hutchison, Chris and Rosenberg, Duska",lfoppiano/grobid:0.8.1,data/pdfs/9_2/HutchisonRosenberg1994.pdf,article,,,
P_0000000272,0000000272,pdf,2,34,"Commentary on Varun Grover, Michelle Carter, and Dan Jiang's ""Trends in the conduct of information systems research""",Journal of Information Technology,"Jarvenpaa, Sirkka L",lfoppiano/grobid:0.8.1,data/pdfs/34_2/Jarvenpaa2019.pdf,article,,10.1177/0268396219834125,
P_0000000273,0000000273,pdf,3,12,The Outsourcing Manual,Journal of Information Technology,"White, Robert and Gower, Barry James",lfoppiano/grobid:0.8.1,data/pdfs/12_3/WhiteGower1997.pdf,article,,,Book review
P_0000000274,0000000274,pdf,1,28,Why then did the X.400 e-mail standard fail? Reasons and lessons to be learned,Journal of Information Technology,"Jakobs, Kai",lfoppiano/grobid:0.8.1,data/pdfs/28_1/Jakobs2013.pdf,article,2013,10.1057/JIT.2012.35,
P_0000000275,0000000275,pdf,2,33,Erratum to: How do requirements evolve over time? A case study investigating the role of context and experiences in the evolution of enterprise software requirements,Journal of Information Technology,"Schneider, Stephan and Wollersheim, Jan and Krcmar, Helmut and Sunyaev, Ali",lfoppiano/grobid:0.8.1,data/pdfs/33_2/SchneiderWollersheimKrcmarEtAl2018.pdf,article,2017,10.1057/S41265-017-0039-5;,Erratum
P_0000000276,0000000276,pdf,1,6,Strategic planning for information systems,Journal of Information Technology,"Ward, John and Griffiths, Pat and Whitmore, Paul and John",lfoppiano/grobid:0.8.1,data/pdfs/6_1/Harris1991a.pdf,article,,,Book review
P_0000000277,0000000277,pdf,4,36,Algorithmic audiencing: Why we need to rethink free speech on social media,Journal of Information Technology,"Riemer, Kai and Peter, Sandra",lfoppiano/grobid:0.8.1,data/pdfs/36_4/RiemerPeter2021.pdf,article,,10.1177/02683962211013358,
P_0000000278,0000000278,pdf,4,26,Open sources? A commentary on 'IS research methods: inclusive or exclusive'?',Journal of Information Technology,"Nandhakumar, Joe and Scarbrough, Harry",lfoppiano/grobid:0.8.1,data/pdfs/26_4/NandhakumarScarbrough2011.pdf,article,2011,10.1057/JIT.2011.22,
P_0000000279,0000000279,pdf,4,12,A ® eld study of the effects of asynchronous groupware support on process improvement groups,Journal of Information Technology,"Kock, Ned and Mcque, Robert",lfoppiano/grobid:0.8.1,data/pdfs/12_4/KockMcQueen1997.pdf,article,,,
P_0000000280,0000000280,pdf,3,36,Toward replication study types for design science research,Journal of Information Technology,"Benedikt Brendel, Alfred and Lembcke, Tim-Benjamin and Muntermann, Jan and Kolbe, Lutz M",lfoppiano/grobid:0.8.1,data/pdfs/36_3/BenediktBrendelLembckeMuntermannEtAl2021.pdf,article,,10.1177/02683962211006429,
P_0000000281,0000000281,pdf,2,19,STEELSCREEN.com: why IT is not everywhere in B2B and the role of the CEO in 'IT',Journal of Information Technology,"Subirana, Brian",lfoppiano/grobid:0.8.1,data/pdfs/19_2/Subirana2004.pdf,article,2004,10.1057/PALGRAVE.JIT.2000015,
P_0000000282,0000000282,pdf,1,13,Network evolution towards ISDN services: a management perspective,Journal of Information Technology,"Nt, Vince and Ai, S. L and Nes, Jan Guy and Rk, Cla",lfoppiano/grobid:0.8.1,data/pdfs/13_1/LaiClark1998.pdf,article,,,
P_0000000283,0000000283,pdf,2,1,Information Technology at Degree Level,Journal of Information Technology,"Denham, Mike and Polytechnic, Kingston and Surrey",lfoppiano/grobid:0.8.1,data/pdfs/1_2/Denham1986.pdf,article,,,
P_0000000284,0000000284,pdf,2,4,Women Into Computing: First National Conference,Journal of Information Technology,"Leeming, Anne",lfoppiano/grobid:0.8.1,data/pdfs/4_2/Leeming1989.pdf,article,,,
P_0000000285,0000000285,pdf,4,5,Beyond strategy -benefits identification and management of specific IT investments,Journal of Information Technology,"Peters, Glen",lfoppiano/grobid:0.8.1,data/pdfs/5_4/Peters1990.pdf,article,,,
P_0000000286,0000000286,pdf,3,22,Modernising healthcare -is the NPfIT for purpose?,Journal of Information Technology,"Mark, Annabelle L",lfoppiano/grobid:0.8.1,data/pdfs/22_3/Mark2007.pdf,article,,10.1057/PALGRAVE.JIT.2000100,
P_0000000287,0000000287,pdf,4,7,Users' knowledge as a specific asset: the case of the valued added services,Journal of Information Technology,"Brousseau, E. and Quelin, B.",lfoppiano/grobid:0.8.1,data/pdfs/7_4/BrousseauQuelin1992.pdf,article,,,
P_0000000288,0000000288,pdf,1,11,Organizing for crisis response,Journal of Information Technology,"E T E R, P. and K E E N, G. W",lfoppiano/grobid:0.8.1,data/pdfs/11_1/CallowayKeen1996.pdf,article,,,
P_0000000289,0000000289,pdf,2,16,The knowledge management tussle - speech communities and rhetorical strategies in the development of knowledge management,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/16_2/RaubRuling2001.pdf,article,,10.1080/02683960110054807,
P_0000000290,0000000290,pdf,3,25,Social software for business process modeling,Journal of Information Technology,"Koschmider, Agnes and Song, Minseok and Reijers, Hajo A",lfoppiano/grobid:0.8.1,data/pdfs/25_3/KoschmiderSongReijers2010.pdf,article,2010,10.1057/JIT.2009.21,
P_0000000291,0000000291,pdf,4,5,People and technology: how to make your IT investment work for you,Journal of Information Technology,"Leeming, Anne",lfoppiano/grobid:0.8.1,data/pdfs/5_4/Leeming1990.pdf,article,1990,,
P_0000000292,0000000292,pdf,1,30,Managing knowledge and managing knowledge work: what we know and what the future holds,Journal of Information Technology,"Newell, Sue",lfoppiano/grobid:0.8.1,data/pdfs/30_1/Newell2015.pdf,article,2014,10.1057/JIT.2014.12,
P_0000000293,0000000293,pdf,2,14,The uptake and application of work ¯ow management systems in the UK ® nancial services sector,Journal of Information Technology,"Ne, Il F and Doh Erty and Perry, I.",lfoppiano/grobid:0.8.1,data/pdfs/14_2/DohertyPerry1999.pdf,article,,,
P_0000000294,0000000294,pdf,2,35,Review and critique of the information systems development project failure literature: An argument for exploring information systems development project distress,Journal of Information Technology,"Baghizadeh, Zeinab and Cecez-Kecmanovic, Dubravka and Schlagwein, Daniel",lfoppiano/grobid:0.8.1,data/pdfs/35_2/BaghizadehCecezKecmanovicSchlagwein2020.pdf,article,,10.1177/0268396219832010,
P_0000000295,0000000295,pdf,1,2,Applied Information Technology: from Data Processing to Strategic Information Systems,Journal of Information Technology,"Somog-Yi, Elisabeth K and Telecommunications and London, Robert D and Galliers",lfoppiano/grobid:0.8.1,data/pdfs/2_1/SomogyiGalliers1987.pdf,article,,,
P_0000000296,0000000296,pdf,2,14,Designing information technology architectures: a cost-oriented methodology,Journal of Information Technology,"Ch, Iar A and Franca, Lanci A and Nd, Vince and Nzo, Piu and Ri",lfoppiano/grobid:0.8.1,data/pdfs/14_2/FrancalanciPiuri1999.pdf,article,,,
P_0000000297,0000000297,pdf,4,2,Strategic Planning of Information Communications Systems (SPICS),Journal of Information Technology,"Etheridge, D. M and Moreton, R.",lfoppiano/grobid:0.8.1,data/pdfs/2_4/EtheridgeMoreton1987.pdf,article,,,
P_0000000298,0000000298,pdf,3,30,Managing identity tensions during mobile ecosystem evolution,Journal of Information Technology,"Lindgren, Rikard and Eriksson, Owen and Lyytinen, Kalle",lfoppiano/grobid:0.8.1,data/pdfs/30_3/LindgrenErikssonLyytinen2015.pdf,article,2015,10.1057/JIT.2015.8,
P_0000000299,0000000299,pdf,4,24,Special issue on institutional theory in information systems research: contextualizing the IT artefact,Journal of Information Technology,"Currie, Wendy L",lfoppiano/grobid:0.8.1,data/pdfs/24_4/CurrieSwanson2009.pdf,article,,10.1057/JIT.2009.17,
P_0000000300,0000000300,pdf,4,23,Cross-cultural (mis)communication in IS offshoring: understanding through conversation analysis,Journal of Information Technology,"Avison, David and Banks, Peter",lfoppiano/grobid:0.8.1,data/pdfs/23_4/AvisonBanks2008.pdf,article,,10.1057/JIT.2008.16,
