cluster_id,id,title,author,doi
12,P_0000001156,MORE IS NOT NECESSARILY BETTER: AN ABSORPTIVE CAPACITY PERSPECTIVE ON NETWORK EFFECTS IN OPEN SOURCE SOFTWARE DEVELOPMENT COMMUNITIES 1,"Tang, Ya and Fang, Er and Qualls, William J",10.25300/MISQ/2020/13991
13,C_001388,The Systems Development Dilemma — A Programming Perspective1,"Ewers, Jack and Vessey, Iris",10.2307/249222
13,D_000033,The Systems Development Dilemma - A Programming Perspective,"Ewers, Jack and Vessey, Iris",
13,P_0000001348,The Systems Development Dilemma --A Programming Perspective 1,"Ewers, Jack and Vessey, Iris",
14,C_000373,Cognitive Feedback in GDSS: Improving Control and Convergence,"Sengupta, Kishore and Te’eni, Dov",10.2307/249511
14,D_000341,Cognitive Feedback in GDSS - Improving Control and Convergence,"Sengupta, Kishore and Te'eni, Dov",
14,P_0000000645,Cognitive Feedback in GDSS: Improving Control and Convergence,"Sengupta, Kishore and Te'eni, Dov",
15,C_001456,Systems Development Quality Control,"Halloran, Dennis and Manchester, Susan and Moriarty, John and Riley, Robert and Rohrman, James and Skramstad, Thomas",10.2307/248900
15,P_0000001088,Systems Development Quality Control,"Halloran, Dennis and Manchester, Susan and Moriarty, John and Riley, Robert and Rohrman, James and Skramstad, Thomas",
16,C_001695,Examining the Neural Basis of Information Security Policy Violations: A Noninvasive Brain Stimulation Approach,"Turel, Ofir and He, Qinghua and Wen, Yatong",10.25300/MISQ/2021/15717
16,D_001411,Examining the Neural Basis of Information Security Policy Violations: A Noninvasive Brain Stimulation Approach,"Turel, Ofir and He, Qinghua and Wen, Yatong",10.25300/MISQ/2021/15717
16,P_0000000758,EXAMINING THE NEURAL BASIS OF INFORMATION SECURITY POLICY VIOLATIONS: A NONINVASIVE BRAIN STIMULATION APPROACH 1,"Turel, Ofir and He, Qinghua and Wen, Yatong",10.25300/MISQ/2021/15717
17,C_000438,Assessing Common Method Bias: Problems with the ULMC Technique1,"Chin, Wynne W. and Thatcher, Jason Bennett and Wright, Ryan T.",10.2307/41703491
17,D_000877,Assessing Common Method Bias - Problems with the ULMC Technique,"Chin, Wynne W. and Thatcher, Jason Bennett and Wright, Ryan T.",
17,P_0000000653,ASSESSING COMMON METHOD BIAS: PROBLEMS WITH THE ULMC TECHNIQUE 1,"Chin, Wynne W and Bauer, C. T and Thatcher, Jason Bennett and Wright, Ryan T",
18,C_000322,Polarization and Persuasive Argumentation: A Study of Decision Making in Group Settings1,"El-Shinnawy, Maha and Vinze, Ajay S.",10.2307/249394
18,D_000453,Polarization and Persuasive Argumentation - A Study of Decision Making in Group Settings,"El-Shinnawy, Maha M. and Vinze, Ajay S.",
18,P_0000000421,Polarization & Persuasion Polarization and Persuasive Argumentation: A Study of Decision Making in Group Settings 1,"Vinze, Ajay S and Soa, U. Ajay and Vinze",
19,C_000930,Technology Frames and Framing: A Socio-Cognitive Investigation of Requirements Determination1,"Davidson, Elizabeth J.",10.2307/4132312
19,D_000551,Technology Frames and Framing - A Socio-Cognitive Investigation of Requirements Determination,"Davidson, Elizabeth J.",
19,P_0000001383,TECHNOLOGY FRAMES AND FRAMING: A SOCIO-COGNITIVE INVESTIGATION OF REQUIREMENTS DETERMINATION 1,"Davidson, Elizabeth J and Thomas, Leslie and Flynn, Jane and Thompson, Alan and Kelly, Mary and Galvin, Joe and Schwartz, Tim and Green, Jeff and Forrest, Rick and Jones, Karen",
20,C_000699,Sustaining IT Advantage: The Role of Structural Differences,"Clemons, Eric K. and Row, Michael C.",10.2307/249639
20,D_000286,Sustaining IT Advantage - The Role of Structural Differences,"Clemons, Eric K. and Row, Michael C.",
20,P_0000001534,The Role of Structural Differences Sustaining IT Advantage: The Role of Structural Differences,"Clemons, Eric K and Row, Michael C",
21,C_000210,"Perceived Usefulness, Ease of Use, and Usage of Information Technology: A Replication","Adams, Dennis A. and Nelson, R. Ryan and Todd, Peter A.",10.2307/249577
21,D_000302,"Perceived Usefulness, Ease of Use, and Usage of Information Technology - A Replication","Adams, Dennis A. and Nelson, R. Ryan and Todd, Peter A.",
21,P_0000000373,"Perceived Usefulness, Ease of Use, and Usage of Information Technology: A Replication","Adams, Dennis A and Nelson, Ryan and Todd, Peter A",
22,C_000855,A Dramaturgical Model of the Production of Performance Data1,"Vieira da Cunha, João",10.25300/MISQ/2013/37.3.03
22,D_000935,A Dramaturgical Model of the Production of Performance Data,"da Cunha, João Vieira",
22,P_0000000059,A DRAMATURGICAL MODEL OF THE PRODUCTION OF PERFORMANCE DATA 1,"Vieira Da Cunha, João",
23,C_001560,The Internet and Racial Hate Crime: Offline Spillovers from Online Access1,"Chan, Jason and Ghose, Anindya and Seamans, Robert",10.25300/MISQ/2016/40.2.05
23,P_0000000807,SPECIAL ISSUE: ICT AND SOCIETAL CHALLENGES THE INTERNET AND RACIAL HATE CRIME: OFFLINE SPILLOVERS FROM ONLINE ACCESS 1,"Chan, Jason and Ghose, Anindya and Seamans, Robert",
24,C_000691,"A Three-Perspective Model of Culture, INFORMATION Systems, and Their Development and Use1","Kappos, Antonio and Rivard, Suzanne",10.2307/25148858
24,D_000675,"A Three-Perspective Model of Culture, Information Systems, and Their Development and Use","Kappos, Antonio and Rivard, Suzanne",
24,P_0000000049,"A THREE-PERSPECTIVE MODEL OF CULTURE, INFORMATION SYSTEMS, AND THEIR DEVELOPMENT AND USE 1","Kappos, Antonio and Rivard, Suzanne",
25,C_001639,Organizational Mechanisms for Enhancing User Innovation in Information Technology1,"Nambisan, Satish and Agarwal, Ritu and Tanniru, Mohan",10.2307/249468
25,D_000485,Organizational Mechanisms for Enhancing User Innovation in Information Technology,"Nambisan, Satish and Agarwal, Ritu and Tanniru, Mohan",
25,P_0000000294,ORGANIZATIONAL MECHANISMS FOR ENHANCING USER INNOVATION IN INFORMATION TECHNOLOGY 1,"Nambisan, Satish and Agarwal, Ritu and Tanniru, Mohan",
26,C_001146,"Technological Objects, Social Positions, and the Transformational Model of Social Activity1","Faulkner, Philip and Runde, Jochen",10.25300/MISQ/2013/37.3.06
26,D_000938,"Technological Objects, Social Positions, and the Transformational Model of Social Activity","Faulkner, Philip and Runde, Jochen",
26,P_0000001531,"SPECIAL ISSUE: CRITICAL REALISM IN IS RESEARCH TECHNOLOGICAL OBJECTS, SOCIAL POSITIONS, AND THE TRANSFORMATIONAL MODEL OF SOCIAL ACTIVITY 1","Faulkner, Philip and Runde, Jochen",
27,C_001959,Time for a Decentralization Journey of Digital Infrastructures? Reflections on the 2023 Impact Award,"Henfridsson, Ola",10.25300/MISQ/2024/788
27,D_001486,Time for a Decentralization Journey of Digital Infrastructures? Reflections on the 2023 Impact Award,"Henfridsson, Ola",10.25300/MISQ/2024/788
28,C_001096,EPRINET: Leveraging Knowledge in the Electric Utility Industry,"Mann, Marina M. and Rudman, Richard L. and Jenckes, Thomas A. and McNurlin, Barbara C.",10.2307/249651
28,D_000292,SIM Paper Competition - EPRINET - Leveraging Knowledge in the Electric Utility Industry,"McNurlin, Barbara",
28,P_0000000179,EPRINET: Leveraging Knowledge in the Electric Utility Industry,"Mann, Marina M and Rudman Business, Richard L and Group, Management and Jenckes, Thomas A",
29,C_000795,One Road to Turnover: An Examination of Work Exhaustion in Technology Professionals1,"Moore, Jo Ellen",10.2307/3250982
29,D_000515,One Road to Turnover - An Examination of Work Exhaustion in Technology Professionals,"Moore, Jo Ellen",
29,P_0000001408,ONE ROAD TO TURNOVER: AN EXAMINATION OF WORK EXHAUSTION IN TECHNOLOGY PROFESSIONALS 1,"Moore, Jo Ellen",
30,C_001311,Pulling the Plug: Software Project Management and the Problem of Project Escalation1,"Keil, Mark",10.2307/249627
30,D_000382,Pulling the Plug - Software Project Management and the Problem of Project Escalation,"Keil, Mark",
30,P_0000000178,Pulling the Plug: Software Project Management and the Problem of Project Escalation I,"Keil, Mark",
31,C_000680,Toward a Better Understanding of Information Technology Organization: A Comparative Case Study1,"Blanton, J. Ellis and Watson, Hugh J. and Moody, Janette",10.2307/249735
31,D_000307,Toward a Better Understanding of Information Technology Organization - A Comparative Case Study,"Blanton, J. Ellis and Watson, Hugh J. and Moody, Janette",
31,P_0000001265,Toward a Better Understanding of Information Technology Organization: A Comparative Case Study 1,"Blanton, J. Ellis and Watson, Hugh J and Moody, Janette",
32,C_001219,"The Contingent Effects of Training, Technical Complexity, and Task Interdependence on Successful Information Systems Implementation1","Sharma, Rajeev and Yetton, Philip",10.2307/25148789
32,D_000741,"The Contingent Effects of Training, Technical Complexity, and Task Interdependence on Successful Information Systems Implementation","Sharma, Rajeev and Yetton, Philip",
32,P_0000000788,"THE CONTINGENT EFFECTS OF TRAINING, TECHNICAL COMPLEXITY, AND TASK INTERDEPENDENCE ON SUCCESSFUL INFORMATION SYSTEMS IMPLEMENTATION 1","Sharma, Rajeev and Yetton, Philip",
33,C_001880,Commercializing Social Media? How Showrooms on Social Media Fan Pages Influence Customer Behavior,"Jung, Jaehwuen and Wang, Shuting (Ada) and Wattal, Sunil",10.25300/MISQ/2023/17622
33,D_001529,Commercializing Social Media? How Showrooms on Social Media Fan Pages Influence Customer Behavior,"Jung, JaeHwuen and Wang, Shuting and Wattal, Sunil",10.25300/MISQ/2023/17622
33,P_001881,COMMERCIALIZING SOCIAL MEDIA? HOW SHOWROOMS ON SOCIAL MEDIA FAN PAGES INFLUENCE CUSTOMER BEHAVIOR 1,"Jung, Jaehwuen and Wang, Ada and Wattal, Sunil",10.25300/MISQ/2023/17622
34,C_000724,The Effectiveness of Online Shopping Characteristics and Well-Designed Websites on Satisfaction1,"Luo, Jifeng and Ba, Sulin and Zhang, Han",10.2307/41703501
34,D_000904,The Effectiveness of Online Shopping Characteristics and Well-Designed Websites on Satisfaction,"Luo, Jifeng and Ba, Sulin and Zhang, Han",
34,P_0000000787,THE EFFECTIVENESS OF ONLINE SHOPPING CHARACTERISTICS AND WELL-DESIGNED WEBSITES ON SATISFACTION 1,"Luo, Jifeng and Ba, Sulin and Zhang, Han",
35,C_000170,Know When to Run: Recommendations in Crowdsourcing Contests1,"Mo, Jiahui and Sarkar, Sumit and Menon, Syam",10.25300/MISQ/2018/14103
35,D_001223,Know When to Run - Recommendations in Crowdsourcing Contests,"Mo, Jiahui and Sarkar, Sumit and Menon, Syam",
35,P_0000000539,KNOW WHEN TO RUN: RECOMMENDATIONS IN CROWDSOURCING CONTESTS 1,"Mo, Jiahui and Sarkar, Sumit and Menon, Syam",10.25300/MISQ/2018/14103
36,C_001475,Modeling IT Ethics: A Study in Situational Ethics1,"Banerjee, Debasish and Cronan, Timothy Paul and Jones, Thomas W.",10.2307/249677
36,D_000449,Modeling IT Ethics - A Study in Situational Ethics,"Banerjee, Debasish and Cronan, Timothy Paul and Jones, Thomas W.",
36,P_0000001192,Modeling IT Ethics: A Study in Situational Ethics 1,"Banerjee, Debasish and Cronan, Timothy Paul and Jones, Thomas W",
37,C_001132,Adoption of Sustainable Technologies: A Mixed-Methods Study of German Households1,"Wunderlich, Philipp and Veit, Daniel J. and Sarker, Saonee",10.25300/MISQ/2019/12112
37,D_001301,Adoption of Sustainable Technologies - A Mixed-Methods Study of German Households,"Wunderlich, Philipp and Veit, Daniel and Sarker, Saonee",
37,P_0000001221,ADOPTION OF SUSTAINABLE TECHNOLOGIES: A MIXED-METHODS STUDY OF GERMAN HOUSEHOLDS 1,"Wunderlich, Philipp and Veit, Daniel J and Sarker, Saonee",10.25300/MISQ/2019/12112
38,C_000006,Are Information Systems People Different? An Investigation of How They Are and Should Be Managed1,"Ferratt, Thomas W. and Short, Larry E.",10.2307/249210
38,D_000199,Are Information Systems People Different? An Investigation of How They Are and Should Be Managed,"Ferratt, Thomas W. and Short, Larry E.",
38,P_0000000902,Are Information Systems People Different? An Investigation of How They Are and Should Be Managed 1,"Ferratt, Thomas W and Short, Larry E",
39,C_000527,Mobile App Recommendation: An Involvement-Enhanced Approach1,"He, Jiangning and Fang, Xiao and Liu, Hongyan and Li, Xindan",10.25300/MISQ/2019/15049
39,D_001266,Mobile App Recommendation - An Involvement-Enhanced Approach,"He, Jiangning and Fang, Xiao and Liu, Hongyan and Li, Xindan",
39,P_0000000954,MOBILE APP RECOMMENDATION: AN INVOLVEMENT-ENHANCED APPROACH 1,"He, Jiangning and Fang, Xiao and Liu, Hongyan and Li, Xindan",10.25300/MISQ/2019/15049
40,C_001755,Who Forgoes Screening in Online Markets and Why? Evidence from Airbnb,"Mayya, Raveesh and Ye, Shun and Viswanathan, Siva and Agarwal, Rajshree",10.25300/MISQ/2021/15335
40,D_001418,Who Forgoes Screening in Online Markets and Why? Evidence from Airbnb,"Mayya, Raveesh and Ye, Shun and Viswanathan, Siva and Agarwal, Rajshree",10.25300/MISQ/2021/15335
40,P_0000001492,WHO FORGOES SCREENING IN ONLINE MARKETS AND WHY? EVIDENCE FROM AIRBNB 1 Raveesh Mayya,"Stern, Leonard N and Ye, Shun and Viswanathan, Siva and Agarwal, Rajshree",10.25300/MISQ/2021/15335
41,C_001030,Computer-Aided Systems and Communities: Mechanisms for Organizational Learning in Distributed Environments1,"Goodman, Paul S. and Darr, Eric D.",10.2307/249550
41,D_000455,Computer-Aided Systems and Communities - Mechanisms for Organizational Learning in Distributed Environments,"Goodman, Paul S. and Darr, Eric D.",
41,P_0000000120,Computer-Aided Systems and Communities: Mechanisms for Organizational Learning in Distributed Environments I,"Goodman, Paul S and Darr, Eric D",
42,C_001094,Anxious or Angry? Effects of Discrete Emotions on the Perceived Helpfulness of Online Reviews1,"Yin, Dezhi and Bond, Samuel D. and Zhang, Han",10.25300/MISQ/2014/38.2.10
42,D_001036,Anxious or Angry? Effects of Discrete Emotions on the Perceived Helpfulness of Online Reviews,"Yin, Dezhi and Bond, Samuel D. and Zhang, Han",
42,P_0000000106,ANXIOUS OR ANGRY? EFFECTS OF DISCRETE EMOTIONS ON THE PERCEIVED HELPFULNESS OF ONLINE REVIEWS 1,"Yin, Dezhi and Bond, Samuel D and Zhang, Han",
43,C_001925,When Algorithms Delegate to Humans: Exploring Human-Algorithm Interaction at Uber,"Stelmaszak, Marta and Möhlmann, Mareike and Sørensen, Carsten",10.25300/MISQ/2024/17911
43,D_001580,When Algorithms Delegate to Humans: Exploring Human-Algorithm Interaction at Uber,"Stelmaszak, Marta and Möhlmann, Mareike and Sørensen, Carsten",10.25300/MISQ/2024/17911
43,P_001932,WHEN ALGORITHMS DELEGATE TO HUMANS: EXPLORING HUMAN-ALGORITHM INTERACTION AT UBER 1,"Stelmaszak, Marta and Möhlmann, Mareike and Sørensen, Carsten",10.25300/MISQ/2024/17911
44,C_001331,Predicting Intention to Adopt Interorganizational Linkages: An Institutional Perspective1,"Teo, H. H. and Wei, K. K. and Benbasat, I.",10.2307/30036518
44,D_000588,Predicting Intention to Adopt Interorganizational Linkages - An Institutional Perspective,"Teo, Hock-Hai and Wei, Kwok Kee and Benbasat, Izak",
44,P_0000000501,PREDICTING INTENTION TO ADOPT INTERORGANIZATIONAL LINKAGES: AN INSTITUTIONAL PERSPECTIVE 1,"Teo, H. H and Wei, K. K and Benbasat, I.",
45,C_000671,Reuse and Productivity in Integrated Computer-Aided Software Engineering: An Empirical Study,"Banker, Rajiv D. and Kauffman, Robert J.",10.2307/249649
45,D_000283,Reuse and Productivity in Integrated Computer-Aided Software Engineering - An Empirical Study,"Banker, Rajiv D. and Kauffman, Robert J.",
45,P_0000000716,Reuse and Productivity in Integrated Computer-Aided Software Engineering: An Empirical Study,"Banker, Rajiv D and Kauffman, Robert J",
46,C_001310,Impact of Information Technology Infrastructure Flexibility on Mergers and Acquisitions1,"Benitez, Jose and Ray, Gautam and Henseler, Jörg",10.25300/MISQ/2018/13245
46,D_001194,Impact of Information Technology Infrastructure Flexibility on Mergers and Acquisitions,"Benitez-Amado, Jose and Ray, Gautam and Henseler, Jörg",
46,P_0000000611,IMPACT OF INFORMATION TECHNOLOGY INFRASTRUCTURE FLEXIBILITY ON MERGERS AND ACQUISITIONS 1,"Benitez, Jose and Ray, Gautam and Henseler, Jörg",10.25300/MISQ/2018/13245
47,C_000257,Toward a Digital Attribution Model: Measuring the Impact of Display Advertising on Online Consumer Behavior1,"Ghose, Anindya and Todri-Adamopoulos, Vilma",10.25300/MISQ/2016/40.4.05
47,D_001088,Toward a Digital Attribution Model - Measuring the Impact of Display Advertising on Online Consumer Behavior,"Ghose, Anindya and Todri-Adamopoulos, Vilma",
47,P_0000000597,BIG DATA & ANALYTICS IN NETWORKED BUSINESS TOWARD A DIGITAL ATTRIBUTION MODEL: MEASURING THE IMPACT OF DISPLAY ADVERTISING ON ONLINE CONSUMER BEHAVIOR 1,"Ghose, Anindya and Todri-Adamopoulos, Vilma and Baesens, Bart and Bapna, Ravi and Marsden, James R and Vanthienen, Jan and Zhao, J. Leon",
48,C_000796,Expectation Confirmation in Information Systems Research: A Test of Six Competing Models1,"Brown, Susan A. and Venkatesh, Viswanath and Goyal, Sandeep",10.25300/MISQ/2014/38.3.05
48,D_000987,Expectation Confirmation in Information Systems Research - A Test of Six Competing Models,"Brown, Susan A. and Venkatesh, Viswanath and Goyal, Sandeep",
48,P_0000001386,EXPECTATION CONFIRMATION IN INFORMATION SYSTEMS RESEARCH: A TEST OF SIX COMPETING MODELS 1,"Brown, Susan A and Venkatesh, Viswanath and Goyal, Sandeep",
49,C_000967,Reliability of Information Systems Based on the Critical Success Factors—Formulation,"Zahedi, Fatemeh",10.2307/249362
49,D_000188,Reliability of Information Systems Based on the Critical Success Factors - Formulation,"Zahedi, Fatemeh",
49,P_0000000718,Reliability of Information Systems Based on the Critical Success Factors-Formulation,"Zahedi, Fatemeh",
50,C_000172,A Scientific Basis for Rigor In Information Systems Research1,"Lee, Allen S. and Hubona, Geoffrey S.",10.2307/20650291
50,D_000772,A Scientific Basis for Rigor in Information Systems Research,"Lee, Allen S. and Hubona, Geoffrey S.",
50,P_0000001356,A SCIENTIFIC BASIS FOR RIGOR IN INFORMATION SYSTEMS RESEARCH 1,"Lee, Allen S and Hubona, Geoffrey S",
51,C_001526,"Predicting Different Conceptualizations of System Use: The Competing Roles of Behavioral Intention, Facilitating Conditions, and Behavioral Expectation1","Venkatesh, Viswanath and Brown, Susan A. and Maruping, Likoebe M. and Bala, Hillol",10.2307/25148853
51,D_000709,"Predicting Different Conceptualizations of System Use - The Competing Roles of Behavioral Intention, Facilitating Conditions, and Behavioral Expectation","Venkatesh, Viswanath and Brown, Susan A. and Maruping, Likoebe M. and Bala, Hillol",
51,P_0000000205,"PREDICTING DIFFERENT CONCEPTUALIZATIONS OF SYSTEM USE: THE COMPETING ROLES OF BEHAVIORAL INTENTION, FACILITATING CONDITIONS, AND BEHAVIORAL EXPECTATION 1","Venkatesh, Viswanath and Brown, Susan A and Maruping, Likoebe M and Bala, Hillol",
52,C_000368,Developer Centrality and the Impact of Value Congruence and Incongruence on Commitment and Code Contribution Activity in Open Source Software Communities1,"Maruping, Likoebe M. and Daniel, Sherae L. and Cataldo, Marcelo",10.25300/MISQ/2019/13928
52,D_001282,Developer Centrality and the Impact of Value Congruence and Incongruence on Commitment and Code Contribution Activity in Open Source Software Communities,"Maruping, Likoebe M. and Daniel, Sherae L. and Cataldo, Marcelo",
52,P_0000001087,DEVELOPER CENTRALITY AND THE IMPACT OF VALUE CONGRUENCE AND INCONGRUENCE ON COMMITMENT AND CODE CONTRIBUTION ACTIVITY IN OPEN SOURCE SOFTWARE COMMUNITIES 1,"Maruping, Likoebe M and Robinson, J. Mack and Linder, Carl H and Cataldo, Marcelo",10.25300/MISQ/2019/13928
53,C_000498,Relational Development in Computer-Supported Groups1,"Chidambaram, Laku",10.2307/249476
53,D_000400,Relational Development in Computer-Supported Groups,"Chidambaram, Laku",
53,P_0000000108,Relational Development in Computer-Supported Groups1,"Chidambaram, Laku",
54,C_001843,Exploiting Expert Knowledge for Assigning Firms to Industries: A Novel Deep Learning Method,"Zhao, Xiaohang and Fang, Xiao and He, Jing and Huang, Lihua",10.25300/MISQ/2022/17171
54,P_001825,EXPLOITING EXPERT KNOWLEDGE FOR ASSIGNING FIRMS TO INDUSTRIES: A NOVEL DEEP LEARNING METHOD 1,"Zhao, Xiaohang and Fang, Xiao and He, Jing and Huang, Lihua",10.25300/MISQ/2022/17171
55,C_001328,Contributing Knowledge to Electronic Knowledge Repositories: An Empirical Investigation1,"Kankanhalli, Atreyi and Tan, Bernard C. Y. and Wei, Kwok-Kee",10.2307/25148670
55,D_000630,Contributing Knowledge to Electronic Knowledge Repositories - An Empirical Investigation,"Kankanhalli, Atreyi and Tan, Bernard C. Y. and Wei, Kwok Kee",
55,P_0000000298,CONTRIBUTING KNOWLEDGE TO ELECTRONIC KNOWLEDGE REPOSITORIES: AN EMPIRICAL INVESTIGATION 1,"Kankanhalli, Atreyi and Tan, Bernard C Y and Wei, Kwok-Kee",
56,C_001243,Separate Versus Joint Evaluation: The Roles of Evaluation Mode and Construal Level in Technology Adoption,"Ho, Candy K. Y. and Ke, Weiling and Liu, Hefu and Chau, Patrick Y. K.",10.25300/MISQ/2020/14246
56,D_001324,Separate Versus Joint Evaluation: The Roles of Evaluation Mode and Construal Level In Technology Adoption,"Ho, Candy K. Y. and Ke, Weiling and Liu, Hefu and Chau, Patrick Y. K.",
56,P_0000000664,SEPARATE VERSUS JOINT EVALUATION: THE ROLES OF EVALUATION MODE AND CONSTRUAL LEVEL IN TECHNOLOGY ADOPTION 1,"Ho, Candy K Y and Ke, Weiling and Liu, Hefu and Chau, Patrick Y K",10.25300/MISQ/2020/14246
